title,link,type
Is the Machine Learning Engineer Nanodegree from Udacity worth it?,https://www.youtube.com/watch?v=PH4cGOIYLHk,regular
Create Song Lyrics using a Nerual Network (RNN/textgenrnn),https://www.youtube.com/watch?v=kAAg27SQme4,regular
News Automation using Robotics and Python,https://www.youtube.com/watch?v=3uDtw1HpFV8,regular
Where do the most unhappy people on earth live? - Data Visualisation in Tableau,https://www.youtube.com/watch?v=DDMkBXxOHHs,regular
How to make a disappointing gift using Python and a Raspberry Pi.,https://www.youtube.com/watch?v=vmX76sntxe0,regular
Pandas 2.0 - Everything You Need to Know,https://www.youtube.com/watch?v=cSLPyRI_ZD8,regular
The BEST library for building Data Pipelines...,https://www.youtube.com/watch?v=mi9f9zOaqM8,regular
DeepFace: State-of-the-Art Face Attribute Analysis in Python,https://www.youtube.com/watch?v=n84hBgtzvxo,regular
Polars: The Next Big Python Data Science Library... written in RUST?,https://www.youtube.com/watch?v=VHqn7ufiilE,regular
The Top 5 A.I. Stories of 2022,https://www.youtube.com/watch?v=dgOBxhi19T8,regular
3 Simple Ways ChatGPT Can Make You a Better Coder,https://www.youtube.com/watch?v=NcCNw_UXnOc,regular
ChatGPT can do what? Goodbye Stack Overflow...,https://www.youtube.com/watch?v=tPYlhOEWs_k,regular
Scrape Twitter with 5 Lines of Code,https://www.youtube.com/watch?v=PUMMCLrVn8A,regular
Run Stable Diffusion 2.0 Locally & Create AI Art,https://www.youtube.com/watch?v=rgoxZe-eGic,regular
Forecasting with the FB Prophet Model,https://www.youtube.com/watch?v=j0eioK5edqg,regular
The Ultimate Coding Setup for Data Science,https://www.youtube.com/watch?v=TdbeymTcYYE,regular
Data Visualization BATTLE!,https://www.youtube.com/watch?v=LF8vOjL3BSA,regular
Yolov7 Custom Object Detection in Python Tutorial  - Chess Piece Detection,https://www.youtube.com/watch?v=RXbtSwZsoEU,regular
OpenAI Whisper Demo: Convert Speech to Text in Python,https://www.youtube.com/watch?v=HbY51mVKrcE,regular
25 Nooby Pandas Coding Mistakes You Should NEVER make.,https://www.youtube.com/watch?v=_gaAoJBMJ_Q,regular
Kaggle Dataset Creation from Scratch- Data Science Uncut (Aug 10 2022),https://www.youtube.com/watch?v=MDXzBoS6zOs,regular
Data Science Uncut - Data Shootout Kaggle Competition (Aug 1 2022 Stream),https://www.youtube.com/watch?v=fNHW7zvi_F8,regular
Time Series Forecasting with XGBoost - Advanced Methods,https://www.youtube.com/watch?v=z3ZnOW-S550,regular
Do these Pandas Alternatives actually work?,https://www.youtube.com/watch?v=LEhMQhCv3Kg,regular
Solving an Impossible Riddle with Code,https://www.youtube.com/watch?v=zXAP6Q0LbXk,regular
Detect Text in Images with Python - pytesseract vs. easyocr vs keras_ocr,https://www.youtube.com/watch?v=oyqNdcbKhew,regular
Time Series Forecasting with XGBoost - Use python and machine learning to predict energy consumption,https://www.youtube.com/watch?v=vV12dGe_Fho,regular
Object Detection in 10 minutes with YOLOv5 & Python!,https://www.youtube.com/watch?v=fu2tfOV9vbY,regular
Video Data Processing with Python and OpenCV,https://www.youtube.com/watch?v=AxIc-vGaHQ0,regular
The Trick to Get Unlimited Datasets,https://www.youtube.com/watch?v=KokJHxiE14s,regular
Get Started with Machine Learning and AI in 2023,https://www.youtube.com/watch?v=IvftXeosBZQ,regular
Python Sentiment Analysis Project with NLTK and 🤗 Transformers. Classify Amazon Reviews!!,https://www.youtube.com/watch?v=QpzMWQvxXWk,regular
"Economic Data Analysis Project with Python Pandas - Data scraping, cleaning and exploration!",https://www.youtube.com/watch?v=R67XuYc9NQ4,regular
Easy Python Progress Bars with tqdm,https://www.youtube.com/watch?v=n4E7of9BINo,regular
Complete Guide to Cross Validation,https://www.youtube.com/watch?v=-8s9KuNo5SA,regular
This INCREDIBLE trick will speed up your data processes.,https://www.youtube.com/watch?v=u4rsA5ZiTls,regular
Speed Up Your Pandas Dataframes,https://www.youtube.com/watch?v=u4_c2LDi4b8,regular
Image Processing with OpenCV and Python,https://www.youtube.com/watch?v=kSqxn6zGE0c,regular
Make Your Pandas Code Lightning Fast,https://www.youtube.com/watch?v=SAFmrTnEHLg,regular
Complete Data Science Project!,https://www.youtube.com/watch?v=7SRcYdd9JcY,regular
Audio Data Processing in Python,https://www.youtube.com/watch?v=ZqpSb5p1xQo,regular
"Jupyter Notebook Complete Beginner Guide 2023 - From Jupyter to Jupyterlab, Google Colab and Kaggle!",https://www.youtube.com/watch?v=5pf0_bpNbkw,regular
Kaggle Competitions: A Beginner's Guide to Winning,https://www.youtube.com/watch?v=4BOtr1PZ2D8,regular
Kaggle competition starter notebook walkthrough,https://www.youtube.com/watch?v=TmHmQpjKK-w,regular
7 Python Data Visualization Libraries in 15 minutes,https://www.youtube.com/watch?v=4O_o53ag3ag,regular
Exploratory Data Analysis with Pandas Python 2023,https://www.youtube.com/watch?v=xi0vhXFPegw,regular
A Gentle Introduction to Pandas Data Analysis (on Kaggle),https://www.youtube.com/watch?v=_Eb0utIRdkw,regular
Clean MESSY String Data in Pandas,https://www.youtube.com/shorts/5eYTaYHzoEE,shorts
Use this TRICK on #python lists,https://www.youtube.com/shorts/tF1YNkB8on8,shorts
Melt & Pivot Data with Pandas #coding #datascience,https://www.youtube.com/shorts/GXluB4yDlCY,shorts
Merge Pandas Dataframes,https://www.youtube.com/shorts/vR6iZKJ6W94,shorts
Data Structures in #python #coding,https://www.youtube.com/shorts/KzIINNLIpM0,shorts
Use List Comprehension to write CLEANER #python code!,https://www.youtube.com/shorts/w6tC2CfpN8Y,shorts
Don't Print.. Use a Logger instead! #python #coding,https://www.youtube.com/shorts/6u-PGBrCiuA,shorts
Be a Python Pro with Enumerate,https://www.youtube.com/shorts/apoWKUpNvas,shorts
POV: New guy knows #python,https://www.youtube.com/shorts/3gUm8Frp_WE,shorts
Pandas Style to Color your Data,https://www.youtube.com/shorts/4MAvYHD7tz4,shorts
Filtering Data in Pandas with Query,https://www.youtube.com/shorts/iCFnmRvwkDw,shorts
Will Polars replace Pandas for Data Science?,https://www.youtube.com/shorts/dwmqpQ40LKI,shorts
Flight Cancellation Data Analysis,https://www.youtube.com/shorts/62LmiaNxhqg,shorts
Progress Bar in Python with TQDM,https://www.youtube.com/shorts/EFldLrggTgw,shorts
Plotting with Pandas DataFrames,https://www.youtube.com/shorts/tdRijdrZm2E,shorts
What is K-Nearest Neighbors?,https://www.youtube.com/shorts/Lps6Z1rdqWM,shorts
What is Clustering in ML?,https://www.youtube.com/shorts/ZAS3uelgnRE,shorts
5 Reasons to Kaggle #shorts,https://www.youtube.com/shorts/5L4C4Wqpvi8,shorts
Machine Learning for Facial Recognition in Python in 60 Seconds #shorts,https://www.youtube.com/shorts/V-OLZIpxtXY,shorts
Object Detection in 60 Seconds using Python and YOLOv5 #shorts,https://www.youtube.com/shorts/ocA30qI9Z-M,shorts
Pandas for Data Science #shorts,https://www.youtube.com/shorts/NhmCjgYvSBM,shorts
Plotting Data in Python using Pandas #datascience #shorts,https://www.youtube.com/shorts/N_VmPI3JvN4,shorts
Linear Regression with Python in 60 Seconds #shorts,https://www.youtube.com/shorts/hS2IZOX1rmI,shorts
Live Coding - Watching my Model Train for Kaggle,https://www.youtube.com/watch?v=wV_iY71iRHY,live
It's Here - Pandas 2.0 Extended First Look on Live Stream,https://www.youtube.com/watch?v=9FgqYOCjLvA,live
Attention Data Scientists: BIG ANNOUNCEMENT!,https://www.youtube.com/watch?v=Y-QbKwQ4sjY,live
Sign Language Recognition - Live Coding & Data Science,https://www.youtube.com/watch?v=DTQA8KIWWhY,live
Data Science with Python Live - Dataset Creation,https://www.youtube.com/watch?v=Tr24qe4EKas,live
🔴 Live Competitive Data Science,https://www.youtube.com/watch?v=h3HnxhjTMSA,live
Live Data Science on Kaggle - IceCube Challenge GraphNet Baseline,https://www.youtube.com/watch?v=OqXfsa8w5R4,live
🍔 Live Coding - Food Nutrient Dataset Creation with Python,https://www.youtube.com/watch?v=0JMrbCPM6KU,live
LIVE CODING: Kaggle Competition First Look - Neutrinos in Deep Ice,https://www.youtube.com/watch?v=tmXxudxUohA,live
Using OpenAI Whisper to Generate Youtube Captions [LIVE CODING],https://www.youtube.com/watch?v=qdOuuFQ4BX4,live
YOLOv8 Object Detection: First Look 👀 Live Coding!,https://www.youtube.com/watch?v=Sq7R_YINvVY,live
Live Coding Stream: ESports Earnings Data Analysis with Python,https://www.youtube.com/watch?v=yupX4e-_OBM,live
🔴 Live Dataset Creation with Python & Pandas 🔴,https://www.youtube.com/watch?v=s3YQ-0oJa4Y,live
HAPPY NEW YEAR - First Live Coding of 2023!!,https://www.youtube.com/watch?v=lC8SHfu3M9o,live
Live Coding! Exploring OpenAI's Latest Model in Python,https://www.youtube.com/watch?v=F6qDq70rd4E,live
Data Wrangling with Pandas Part 2 - The Return of the Wrangle,https://www.youtube.com/watch?v=REdEQdmvMa0,live
Trying to Learn a Programming Language Live,https://www.youtube.com/watch?v=_KKfOuOijJY,live
LIVE CODING: Face Detection with Python,https://www.youtube.com/watch?v=TzIes7LpqPw,live
Data Wrangling with Python and Pandas LIVE,https://www.youtube.com/watch?v=dMq7fnKU-Z4,live
Dataset Creation SPEED RUN - Live Coding With Python & Pandas,https://www.youtube.com/watch?v=wiiCUsGgZx0,live
Synthetic Dataset Creation for Machine Learning - Blender and Python,https://www.youtube.com/watch?v=J2C7QbUZL6Y,live
LIVE CODING: Stocks & Sentiment Analysis,https://www.youtube.com/watch?v=--rsVYmaHwg,live
If Top Chess.com Players were STOCKS - Live Coding Data Anaylsis Stream,https://www.youtube.com/watch?v=_TP9N5WNTW8,live
Kaggle Survey vs. Twitter Sentiment,https://www.youtube.com/watch?v=lp8qrgiC3zc,live
LIVE CODING: Flight Data Exploration with Pandas & Python,https://www.youtube.com/watch?v=xs_L6z9QNYY,live
EXTREME PYTHON & DATA SCIENCE LIVE STREAM,https://www.youtube.com/watch?v=OeEVTMz8Olw,live
♟️ Data Science - Chess Data Analysis,https://www.youtube.com/watch?v=k5jIaTNuCH8,live
Flight Delay Dataset Creation (Data Science Uncut),https://www.youtube.com/watch?v=PmOQ2PluoHg,live
"Data Science Uncut - Kaggle Community Competition & Chess Data Analysis - Oct 4, 2022",https://www.youtube.com/watch?v=XxuNp74UWjo,live
Finding Chess Cheaters with Python! - Data Science Uncut Livestream,https://www.youtube.com/watch?v=91mC3qs_kw4,live
"Live Kaggle Coding - Enzyme Stability Prediction - Data Science Uncut Sep, 27 2022",https://www.youtube.com/watch?v=RysBfZBmE-c,live
Deep Learning Image Classification - Corn Kernels - Data Science Uncut,https://www.youtube.com/watch?v=EsJvdAQAb4k,live
Community Kaggle Competition Overview - Corn Classification (,https://www.youtube.com/watch?v=UEvF2xIue24,live
More Chessboard Computer Vision AI - Data Science Uncut - Sep 13,https://www.youtube.com/watch?v=HPo8BGwvJls,live
"DEFCON Hacking AI CTF Solution on Kaggle - Data Science Uncut Sep 11, 2022",https://www.youtube.com/watch?v=PNqtaMyw8c4,live
"Chess Board Computer Vision AI - Data Science Uncut (Sep 7, 2022)",https://www.youtube.com/watch?v=eSKQ_61Q6Qs,live
Using Code and GPT-3 to Learn Faster,https://www.youtube.com/watch?v=3fqTNzXY5tg,regular
How Data Science ACTUALLY Works,https://www.youtube.com/watch?v=4we3smhjAB8,regular
Does Instagram think you live in an influential city? | A deep dive into web data,https://www.youtube.com/watch?v=lpF5SSgczeE,regular
How I start Data Science Projects | What to do when you're stuck,https://www.youtube.com/watch?v=5vzIxBMXFX8,regular
Is the Meta Data Engineering Certificate any good? (as a Data Engineer),https://www.youtube.com/watch?v=HVeJM2ZCJDc,regular
A Data Crash Course | 100+ Key Data Concepts,https://www.youtube.com/watch?v=56INeYrTiyE,regular
Why do Data Engineers Exist?,https://www.youtube.com/watch?v=uYP3jTeRKuI,regular
R for Data Scientists and Data Analysts,https://www.youtube.com/watch?v=dTBapB2OJto,regular
Day in the Life of a Data Analyst: Stakeholder ➡️ Co-Worker ➡️ SQL ➡️ Python ➡️ Visualizations,https://www.youtube.com/watch?v=4VkAwPYgSgk,regular
What I think about Data Bootcamps and why I'm launching one,https://www.youtube.com/watch?v=Evz-1KkNZvg,regular
What's the difference in Data Professions?,https://www.youtube.com/watch?v=0_FkvhHOzhQ,regular
Meeting the Author - Storytelling with Data,https://www.youtube.com/watch?v=mhSZoEWNkBo,regular
The Data Crew MINI Q&A,https://www.youtube.com/watch?v=UGTT4I3UBn0,regular
Scraping LinkedIn for the BEST DATA ANALYST Degrees,https://www.youtube.com/watch?v=3xV2yLIyzSs,regular
Storytelling with Data - an (unofficial) overview - Part 1,https://www.youtube.com/watch?v=DerPiVbKWBY,regular
how I CRUSH Data Analyst Technical Interviews,https://www.youtube.com/watch?v=MsyaSE-5VEQ,regular
How to Start Freelancing as a Data Scientist / Analyst (part-time),https://www.youtube.com/watch?v=YQ-RXMtQYYM,regular
What's the best day to invest in the stock market (VOO),https://www.youtube.com/watch?v=1VeombrqHTg,regular
The GOOGLE Guide to Exploratory Data Analysis (w/ code),https://www.youtube.com/watch?v=mfAqlSu5rZU,regular
Beginner's Excel Tutorial - Data Science/Analysis and Beyond,https://www.youtube.com/watch?v=TPBS-7OkSnM,regular
I recorded myself for 8 hours (as a data analyst),https://www.youtube.com/watch?v=hGBCe1v9mPU,regular
How a Data Analysts Solves an SQL Problem (comment a better solution below),https://www.youtube.com/watch?v=HlBRB7DZ1pY,regular
How to Become a Data Analyst (Updated for 2022),https://www.youtube.com/watch?v=-AbAm4t4FYQ,regular
Machine Learning for Beginners - Data Scientists and Analysts,https://www.youtube.com/watch?v=KLjTAcH7Ikk,regular
Exploratory Data Analysis (comment your best insight on the data),https://www.youtube.com/watch?v=E-q24gS8cqg,regular
Craft a WINNING Data Analyst Resume,https://www.youtube.com/watch?v=D9oP2TqZiMo,regular
Get a Data Science or Data Analyst Role (feat. Nick Singh),https://www.youtube.com/watch?v=5pYyNm6DUj8,regular
Practical Statistics for Data Scientists - Chapter 3 - Statistical Experiments Significance Testing,https://www.youtube.com/watch?v=mzjooX4OyFs,regular
What is a DATA ANALYST | by a data analyst,https://www.youtube.com/watch?v=tHBeykOWUFk,regular
Practical Statistics for Data Scientists - Chapter 2 - Data and Sampling Distributions,https://www.youtube.com/watch?v=7mi6cJSTj6Y,regular
Practical Statistics for Data Scientists - Chapter 1 - Exploratory Data Analysis,https://www.youtube.com/watch?v=wwsizzg6UjU,regular
Data Cleaning CHALLENGE (can you think of a better solution?),https://www.youtube.com/watch?v=sSnbmbRmtSA,regular
Hands on Machine Learning - Chapter 9 - Unsupervised Learning,https://www.youtube.com/watch?v=lvOmRG5RDa0,regular
What is the best laptop for DATA ANALYSTS and what I got,https://www.youtube.com/watch?v=HAPRbERV5uY,regular
Making Money (as a data analyst) - Webscraping with ScraperAPI,https://www.youtube.com/watch?v=9yIM4nzwxbE,regular
Hands on Machine Learning - Chapter 8 - Dimensionality Reduction,https://www.youtube.com/watch?v=8axjjDw4uds,regular
Hands on Machine Learning - Chapter 7 - Ensemble Learning and Random Forests,https://www.youtube.com/watch?v=HuuLEjBE-Ao,regular
Hands on Machine Learning - Chapter 6 - Decision Trees,https://www.youtube.com/watch?v=_36AIOIbax0,regular
What to do with MISSING DATA? Building an application,https://www.youtube.com/watch?v=-pLjEgCunpI,regular
Hands on Machine Learning - Chapter 5 - Support Vector Machines (SVM),https://www.youtube.com/watch?v=cWKWPKiHdcU,regular
Day in the Life of a Data Analyst - Google Data Studio,https://www.youtube.com/watch?v=DEVc6nGCwzg,regular
Ask a Data Analyst - 10K Subscriber Q&A,https://www.youtube.com/watch?v=sbvn2bWkpz4,regular
Hands on Machine Learning - Chapter 4 - Training Models,https://www.youtube.com/watch?v=kfyzggSVAhI,regular
SQL for Data Analysts and Data Scientists IN 1 HOUR,https://www.youtube.com/watch?v=gwp3dJUsy5g,regular
Hands on Machine Learning - Chapter 3 - Classification,https://www.youtube.com/watch?v=pAzkdQazqJY,regular
Hands on Machine Learning - Chapter 2 - Full Machine Learning Project,https://www.youtube.com/watch?v=-dK_80wu4xs,regular
Data Analyst - PyCaret to Enhance Your Machine Learning,https://www.youtube.com/watch?v=xNG99Aj_zu0,regular
Data Analyst - Python PCA Application w/ Streamlit,https://www.youtube.com/watch?v=_wPlxZCaS-Q,regular
"Data Analyst Setup for Productivity (Python, R, SQL)",https://www.youtube.com/watch?v=LwazHUkU5IQ,regular
Day in the Life of a Data Analyst - SurveyMonkey Data Transformation (Using R),https://www.youtube.com/watch?v=25Vko7udQ-g,regular
Day in the Life of a Data Analyst - Bing Maps API,https://www.youtube.com/watch?v=XLBFvmaxe9Y,regular
Python for Data Analysts and Data Scientists,https://www.youtube.com/watch?v=sZDgJKI8DAM,regular
Day in the Life of a Data Analyst - SurveyMonkey Data Transformation,https://www.youtube.com/watch?v=pKvWD0f18Pc,regular
Tableau Beginner Course - From Nothing to Something,https://www.youtube.com/watch?v=Gl2lg-TtRJo,regular
SQL Data Analyst Interview question #datascience #softwareengineer #interview,https://www.youtube.com/shorts/T2y-3fAnA1s,shorts
Peopl ask me how to get data for portfolio projects. I webscrape check out my channel for tutorials!,https://www.youtube.com/shorts/wX1MzNUcmyM,shorts
Data Analyst Interview Question 14 - Python #shorts,https://www.youtube.com/shorts/mIu83XIb5zI,shorts
Data Analyst Interview Question 13 - Python #shorts,https://www.youtube.com/shorts/5vg3tFZZRmE,shorts
Data Analyst Interview Question 12 #shorts,https://www.youtube.com/shorts/bQHtLuqxURE,shorts
Data Analyst Interview Question 11 - Python #shorts,https://www.youtube.com/shorts/ZS8DE-zBJ30,shorts
Data Analyst Interview Question 10 - Python #shorts,https://www.youtube.com/shorts/TdOpLyA8bvo,shorts
Data Analyst Interview Question 9 - Python #shorts,https://www.youtube.com/shorts/Vbd0p9_SEKc,shorts
Data Analyst Interview Question 8 - SQL #shorts,https://www.youtube.com/shorts/jRFgwmz4Klk,shorts
Data Analyst Interview Question 7 - Python #shorts,https://www.youtube.com/shorts/UZ7w8_hKXr4,shorts
Data Analyst Interview Question 6 - Python #shorts,https://www.youtube.com/shorts/f4j_h4gNFsY,shorts
Data Analyst Interview Question 5 - SQL #shorts,https://www.youtube.com/shorts/FKNs4jErSaw,shorts
Data Analyst Interview Question 4 - Python #shorts,https://www.youtube.com/shorts/ebrr2rSA064,shorts
Data Analyst Interview Question 3 - SQL #shorts,https://www.youtube.com/shorts/RJSpI5hM790,shorts
Data Analyst Interview Question 2 - Python,https://www.youtube.com/shorts/Mz1PAWrmkw0,shorts
Data Analyst Interview Question 1 - SQL #shorts,https://www.youtube.com/shorts/KdGwlqWGU_E,shorts
Data Analyst Skills,https://www.youtube.com/shorts/oiFV-p9Hm0s,shorts
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=bgVu5WVR9SE,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=cRVM-LTe3fI,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=NExqM5zhOTA,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=mpXP1Y8wFOg,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=rMWfhDyqHwo,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=3UWsFgWM-UE,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=-BzDyfNgia0,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=AF3ms3bHmdk,live
IRON ANALYST AMERICA (livestream),https://www.youtube.com/watch?v=dkEqH5DXZ38,live
the DATA SCIENCE HOT TUB q&a,https://www.youtube.com/watch?v=fowxbQBJBJg,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=omx9JKY155A,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=OowaR4MJH9c,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=cWQj0iB7V0g,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=vXLhu_8IlSU,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=lT4oRth0bgw,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=WDPyCCluoOU,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=Ohv8bi-nzmQ,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=ZhgT37dGUCA,live
My Bootcamp and Data Science Q&A w/ Ex-FAANG Data Scientist,https://www.youtube.com/watch?v=FbwfP9g2l4E,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=J9STCNz5ap8,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=0W-5xudzXA8,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=J9ZkwLoKvPI,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=cdcO6jUh47Q,live
Code and Chill - Data Science on a Friday Night,https://www.youtube.com/watch?v=kGDh16D8hnw,live
data analyst CERTIFICATIONS - Are they worth it?,https://www.youtube.com/watch?v=zqquYHS9VvE,live
Data Science/Analyst PROJECT -  What makes a good project,https://www.youtube.com/watch?v=Ocjmt_Q3Odk,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=b9gU4Gmw2DA,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=T-ZYqvCRfXI,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=Dp_gny2zVzk,live
Code and Chill - Data Science on a Saturday Night,https://www.youtube.com/watch?v=xj9Snpsu2Sw,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=zJV7BJqrZdY,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=0sdXIHveVmE,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=3mkMp-97Olo,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=kDWX2A0-9bg,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=GZiT6t7Y3SM,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=FH0n5KaneeM,live
"Study With Me | Data Analytics, Data Science, or whatever you want",https://www.youtube.com/watch?v=mjgTuSGbK5w,live
"Study With Me | Data Analytics, Data Science, or whatever you want",https://www.youtube.com/watch?v=75qn6WhtxhI,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=dFtmwCbDwOQ,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=ozruM0G0EWI,live
Data Analyst MENTORSHIP -  Q&A (while I play Cyberpunk),https://www.youtube.com/watch?v=1dXqATef0v0,live
Data Analyst MENTORSHIP -  Q&A (while in cook huevos rancheros),https://www.youtube.com/watch?v=LlwFhM9R7e4,live
Data Analyst MENTORSHIP -  Q&A (while in my new apartment),https://www.youtube.com/watch?v=eIJxAISB__g,live
Data Analyst MENTORSHIP -  Q&A (while drinking FREE coffee),https://www.youtube.com/watch?v=hTED0q2eJGM,live
Data Analyst MENTORSHIP -  Q&A (while moving to Seattle),https://www.youtube.com/watch?v=Np1aDVdPmj0,live
Data Analyst MENTORSHIP - Q&A (while I prep for BBQ),https://www.youtube.com/watch?v=PJKDvUzAYcw,live
Data Analyst MENTORSHIP - Q&A (while I prep for BBQ),https://www.youtube.com/watch?v=PumHzO6zMK8,live
Data Analyst MENTORSHIP - Q&A (while I drink boba),https://www.youtube.com/watch?v=xXPc3y77VmQ,live
Data Analyst MENTORSHIP - Q&A (while I pack for a trip),https://www.youtube.com/watch?v=lU6kWu2vggw,live
Data Analyst MENTORSHIP - Q&A (while I eat a taquito),https://www.youtube.com/watch?v=9q3Zu3pBlmU,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=QMVbkeVuekY,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=z0t7U5PED5A,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=c-Wtj3y2Vgs,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=yW7NrzKZ4Tc,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=xYKzoNVOyI4,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=4swRV7dY9rM,live
Data Analyst MENTORSHIP -  Q&A (while I drink Pink Drink),https://www.youtube.com/watch?v=i4yt6eltL6w,live
Data Analyst Mentorship - Q&A,https://www.youtube.com/watch?v=IiOB4NuBBd0,live
"Study With Me | Data Analytics, Data Science, or whatever you want",https://www.youtube.com/watch?v=IuQZ4excAvo,live
Data Analyst MENTORSHIP -  Q&A (while I drink Pink Drink),https://www.youtube.com/watch?v=KTI7DtcgX2k,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=grzQ-5GM8b0,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=uYcJCJ1Gwq0,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=Uyfnlu6LCnY,live
Setting up my DATA SCIENCE Laptop,https://www.youtube.com/watch?v=Ssgv901YXdc,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=Qi5JufWR9U0,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=HkTd9fTVfvU,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=hYtphr5tCcU,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=L8ONJo4PThM,live
Data Analyst MENTORSHIP -  Q&A (while I drink coffee),https://www.youtube.com/watch?v=_1tn5ZJ4c6w,live
Drinks and Data - Trying out A Kaggle Competition,https://www.youtube.com/watch?v=XvaJ64Sv4F8,live
LIVE Ask a Data Analyst Q&A,https://www.youtube.com/watch?v=ybmq01RKOoU,live
LIVE Ask a Data Analyst Q&A (while I buy beer),https://www.youtube.com/watch?v=jsctaXiF1Fo,live
LIVECODING Performing a Sentiment Analysis (Part 2) and Data Analyst Q&A,https://www.youtube.com/watch?v=FNvy41cT3Bk,live
LIVECODING Performing a Sentiment Analysis and Data Analyst Q&A,https://www.youtube.com/watch?v=MDXHe9P_xR0,live
LIVE Ask a Data Analyst Q&A,https://www.youtube.com/watch?v=ATjQ3Rgy81M,live
LIVE Ask a Data Analyst Q&A + Giveaway,https://www.youtube.com/watch?v=7bPp7sYn48Q,live
LIVE Ask a Data Analyst Q&A (while I drink coffee),https://www.youtube.com/watch?v=0bhrMDcK6Fc,live
Ask a Data Analyst Q&A (While I do the dishes),https://www.youtube.com/watch?v=oSstdUX5H2I,live
WORK WITH ME LIVE (45 mins - 1 hour),https://www.youtube.com/watch?v=vanCyVmy4bI,live
Webscraping Instagram LIVECODING,https://www.youtube.com/watch?v=qW-9WK98k_g,live
Notion API + Discord with Python,https://www.youtube.com/watch?v=n8WzcnZYOIM,live
